source_portal,city_slug,operation,page_number,listing_id,listing_key,listing_url,contact_url,card_title,detail_title,product_name,listing_type,advertiser_type,price_eur,price_per_m2_eur,area_m2,bathroom_count,tag_list,description_short,description_full,breadcrumb_zone,breadcrumb_path,address_text,geocode_query,geocode_status,coord_source,coord_precision,geocode_display_name,lat_wgs84,lon_wgs84,h3_cell,h3_resolution,section_key,district_code,district_name,barrio_code,barrio_name,published_at,modified_at,detail_fetch_status
locales.es,madrid,venta,2,162789,venta:162789,https://www.locales.es/madrid/venta/local162789?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/162789,"Local comercial en Venta en Avenida de los Poblados, Vista Alegre, Madrid","Local comercial en venta con 101m² en Madrid, en la zona de Vista Alegre, Avenida de los Poblados",Local comercial,local_comercial,De inmobiliaria,225000.0,2227.7,101.0,,Luminoso,"Local de 101 m² en Aluche, esquina con ventanales; luz natural y reforma para vivienda. Buena inversión por ubicación y conectividad.","PRO1693. ¡Gran oportunidad para inversores en Aluche!~Se vende local comercial de 101 m2 situado a solo 100 metros del Intercambiador de Aluche, una ubicación estratégica con un flujo constante de actividad y excelentes comunicaciones. El local cuenta con un atractivo esquinazo con ventanales en ambos lados, lo que garantiza luz natural durante todo el día y un enorme potencial para convertirse en una vivienda moderna y confortable. Aunque actualmente el espacio se encuentra cargado de enseres, su amplitud y forma diáfana permiten imaginar con facilidad cómo podría quedar tras una reforma:~un amplio salón con ventanales en esquina, cocina abierta estilo moderno, uno o dos dormitorios según distribución, y un baño completo con diseño actual. Perfecto para crear una vivienda singular, luminosa y con carácter, algo muy demandado en la zona. Su ubicación, versatilidad y potencial de revalorización lo convierten en una oportunidad ideal para inversores, ya sea para transformar y alquilar, o para vender una vez reformado. Un espacio para imaginar y crear una vivienda única en uno de los barrios más dinámicos de Madrid..",Vista Alegre,Madrid > Vista Alegre > Venta,"Avenida de los Poblados, Vista Alegre, Madrid","Avenida de los Poblados, Vista Alegre, Madrid, España",ok,nominatim,street_approx,"Avenida de los Poblados, Vista Alegre, Carabanchel, Madrid, Comunidad de Madrid, 28044, España",40.3836258,-3.7592339,8a390cba8647fff,10.0,11096.0,11.0,Carabanchel,114.0,Vista Alegre,2026-02-26T11:20:26+0000,2026-02-26T11:20:26+0000,ok
locales.es,madrid,venta,2,162825,venta:162825,https://www.locales.es/madrid/venta/local162825?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/162825,"Local comercial en Venta en Paseo de Santa María de la Cabeza, Comillas, Madrid","Local comercial en venta con 74m² en Madrid, en la zona de Comillas, Paseo de Santa María de la Cabeza",Local comercial,local_comercial,De inmobiliaria,157000.0,2121.6,74.0,1.0,,"Local de 71 m² útiles en Madrid, uso multifuncional (tienda/oficina/café). Buena visibilidad y acceso cercano a metro y bus; zona de movimiento.","7466. OHKEY servicios inmobiliarios, VENDE LOCAL en fantástica zona de MADRID. Este inmueble, con 71 metros cuadrados útiles, ofrece un espacio multifuncional ideal para una variedad de negocios. Ya sea que esté buscando iniciar su propia tienda, establecer una oficina moderna o transformar el espacio en un acogedor café, este local ofrece las características necesarias para hacer realidad su visión. Gracias a su proximidad a la estación de metro y a diversas líneas de autobús, la accesibilidad es uno de los puntos fuertes de esta propiedad, Su ubicación, en una zona con movimiento constante, garantiza visibilidad y fácil acceso para sus clientes, lo que es esencial para el éxito de cualquier negocio.La zona de Comillas es conocida por su vibrante vida comunitaria y su creciente popularidad. Con una mezcla de residentes locales y turistas que frecuentan el área, existe un mercado sólido para una variedad de servicios y productos.No dudes en contactar para visitarlo al , serás atendido gustosamente por nuestros asesores. REF.7466 .",Comillas,Madrid > Comillas > Venta,"Paseo de Santa María de la Cabeza, Comillas, Madrid","Paseo de Santa María de la Cabeza, Comillas, Madrid, España",ok,nominatim,street_approx,"Paseo de Santa María de la Cabeza, Mancomunidad Inmaculada Concepción, Comillas, Carabanchel, Madrid, Comunidad de Madrid, 28019, España",40.3892518,-3.7136306,8a390ca344cffff,10.0,11019.0,11.0,Carabanchel,111.0,Comillas,2026-02-26T11:37:19+0000,2026-02-26T11:37:19+0000,ok
locales.es,madrid,venta,2,163120,venta:163120,https://www.locales.es/madrid/venta/local163120?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163120,"Local comercial en Venta en calle germán pérez carrasco, Quintana, Madrid","Local comercial en venta con 293m² en Madrid, en la zona de Quintana, calle germán pérez carrasco, 28027",Local comercial,local_comercial,De inmobiliaria,590000.0,1388.2,425.0,,Situado a pie de calle | Luminoso,"Dos locales en Ciudad Lineal (129 m² y 164 m²) con espacios diáfanos, estancias, baño con ducha y acceso de vehículos; buen estado.","4011559. Brickbro presenta este conjunto de dos locales en venta ubicado en Calle Germán Pérez Carrasco, en el distrito de Ciudad Lineal, Madrid.Superficie total: compuesto por un local de 129 m² construidos y otro de 164 m² construidos. - Local 1: Local a pie de calle de 129 m². Dispone de un espacio amplio y diáfano, una estancia adicional y baño con ducha. Cuenta con dos grandes ventanales en fachada que aportan abundante luz natural al interior.- Local 3: Local a pie de calle de 164 m². Cuenta con un espacio amplio y diáfano y dos estancias adicionales. Dispone de una amplia puerta que permite el acceso de vehículos al interior del local.Estado: En buen estado.Ubicados cerca de la Calle Alcalá y del Centro Deportivo La Concepción. Próximos a las estaciones de metro Pueblo Nuevo (líneas 5 y 7) y Quintana (línea 5), así como a varias paradas de autobús en las inmediaciones que facilitan el desplazamiento.Honorarios no incluidos en el precio.Sobre nosotros:En Brickbro contamos con una amplia oferta de locales comerciales y te ayudamos a encontrar el que más se adapte a tus necesidades. ¡Dinos lo que buscas y te lo encontramos! Además, descubre las mejores oportunidades de inversión inmobiliaria.¿Quieres saber más? Entra en brickbro.com..",Quintana,Madrid > Quintana > Venta,"calle germán pérez carrasco, Quintana, Madrid","Quintana, Madrid, España",ok,nominatim,zone_approx,"Quintana, Ciudad Lineal, Madrid, Comunidad de Madrid, 28027, España",40.4356576,-3.6471022,,,,,,,,2026-03-02T09:33:03+0000,2026-03-02T09:33:06+0000,ok
locales.es,madrid,venta,2,163382,venta:163382,https://www.locales.es/madrid/venta/local163382?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163382,"Local comercial en Venta en Plaza de Chueca, Justicia, Madrid","Cafetería en venta con 52m² en Madrid, en la zona de Justicia, Plaza de Chueca",Local comercial,local_comercial,De inmobiliaria,98000.0,,52.0,1.0,Luminoso,"Local de 52 m² útiles en zona centro de Madrid; planta baja, cocina equipada, alarma, alta de suministros; clientela fija y maquinaria/redes incluidas; posibilidad de ampliar.","167-01. Local tienda en centro, con 52 m² construidos, 50 m² útiles, 4 estancias, 1 aseos, buen estado, exterior, planta Baja, cocina equipada, alta suministros realizada, alarma, a pie de calleOportunidad única en el corazón de Madrid!Se TRASPASA encantadora tienda de alimentación y cake´s creativa en zona centro, con clientela fija y excelente reputación. Local luminoso, totalmente equipado, ideal para emprendedores del mundo dulce.Incluye maquinaria, decoración, redes sociales activas y posibilidad de ampliar con cafetería o delivery.¡Ven a verla y déjate conquistar por su encanto! Ubicación privilegiada Contacto directo Listo para empezarLas fotografías son ficticias por decisión de la propiedad..",Justicia,Madrid > Justicia > Venta,"Plaza de Chueca, Justicia, Madrid","Plaza de Chueca, Justicia, Madrid, España",ok,nominatim,unknown,"Plaza de Chueca, Chueca, Justicia, Centro, Madrid, Comunidad de Madrid, 28004, España",40.4227131,-3.6976091,,,,,,,,2026-03-04T09:38:10+0000,2026-03-04T09:38:10+0000,ok
locales.es,madrid,venta,2,163383,venta:163383,https://www.locales.es/madrid/venta/local163383?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163383,"Local comercial en Venta en Avenida de Asturias, Almenara, Madrid","Restaurante en venta con 600m² en Madrid, en la zona de Almenara, Avenida de Asturias",Local comercial,local_comercial,De inmobiliaria,360000.0,600.0,600.0,3.0,Sistemas de Seguridad | Cocina completamente equipada | Situado a pie de calle,"Local de 600 m² en Tetuan, planta baja, cocina profesional, 6 estancias, 3 aseos, accesibilidad reducida, listo para operar junto a Plaza de Castilla.","162-01. Local en tetuan, con 600 m² construidos, 550 m² útiles, 6 estancias, 3 aseos, buen estado, exterior, planta Baja, cocina equipada, alta suministros realizada, acceso adaptado movilidad reducida, alarma, a pie de calle, salida de humoGRAN OPORTUNIDAD EN MADRID Restaurante en Pleno Funcionamiento junto a Plaza de Castilla Ubicación Estratégica Una de las zonas con mayor crecimiento de Madrid Superficie casi 600 m² Local totalmente equipado y actualmente en pleno rendimiento Cocina profesional, amplia capacidad de comensales Ideal para hosteleros que busquen un negocio consolidado y operativo desde el primer día Máxima visibilidad y tránsito constante de clientes Solicita más información o visita el local manuelinfoeurohomegmail.com +34 697 878 357 €urohome Soluciones InmobiliariasTu aliado en oportunidades únicas.",Almenara,Madrid > Almenara > Venta,"Avenida de Asturias, Almenara, Madrid","Avenida de Asturias, Almenara, Madrid, España",ok,nominatim,street_approx,"Avenida de Asturias, Almenara, Tetuán, Madrid, Comunidad de Madrid, 28029, España",40.4692123,-3.6951552,8a390cb0e6dffff,10.0,6127.0,6.0,Tetuán,64.0,Almenara,2026-03-04T09:38:35+0000,2026-03-04T09:38:36+0000,ok
locales.es,madrid,venta,2,163384,venta:163384,https://www.locales.es/madrid/venta/local163384?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163384,"Local comercial en Venta en Plaza del Duque de Alba, Embajadores, Madrid","Cafetería en venta con 165m² en Madrid, en la zona de Embajadores, Plaza del Duque de Alba",Local comercial,local_comercial,De inmobiliaria,98000.0,593.9,165.0,2.0,Luminoso,"Local de 140 m² útiles, 5 estancias, 2 aseos, planta baja; maquinaria y mobiliario en funcionamiento; terraza posible en zona de alto tránsito.","163-01. Local en centro, con 165 m² construidos, 140 m² útiles, 5 estancias, 2 aseos, buen estado, exterior, planta Baja, alta suministros realizada, alarma, a pie de calle, hace esquina¡¡Se TRASPASA pastelería en pleno centro de Madrid, completamente operativa y con clientela fidelizada.¡¡Local de 140 m², amplio, luminoso y perfectamente acondicionado para actividad de pastelería, cafetería o negocio de alimentación.Dispone de posibilidad de terraza, ideal para aumentar el aforo y la visibilidad del negocio.Zona de altísimo tránsito peatonal y turístico, rodeada de comercios, oficinas y residenciales.Incluye maquinaria, vitrinas, mobiliario y equipamiento en perfecto funcionamiento.Oportunidad ideal para emprendedores o profesionales del sector.Listo para continuar la actividad desde el primer día..",Embajadores,Madrid > Embajadores > Venta,"Plaza del Duque de Alba, Embajadores, Madrid","Plaza del Duque de Alba, Embajadores, Madrid, España",ok,nominatim,unknown,"Plaza del Duque de Alba, Embajadores, Centro, Madrid, Comunidad de Madrid, España",40.4117108,-3.7067761,,,,,,,,2026-03-04T09:38:57+0000,2026-03-04T09:38:57+0000,ok
locales.es,madrid,venta,2,163386,venta:163386,https://www.locales.es/madrid/venta/local163386?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163386,"Local comercial en Venta en Calle de Eugenia de Montijo, Puerta Bonita, Madrid","Local comercial en venta con 400m² en Madrid, en la zona de Puerta Bonita, Calle de Eugenia de Montijo",Local comercial,local_comercial,De inmobiliaria,580000.0,1450.0,400.0,6.0,Terraza | Situado a pie de calle,"Local en Carabanchel, 400 m², 10 estancias, 6 aseos, 2 terrazas, 2 cafeterías/restaurantes operativas, clientela fija.","55-01. Local en Carabanchel, con 400 m² construidos, 380 m² útiles, 10 estancias, 6 aseos, buen estado, exterior, 2 terraza(s), incluye agua, alta suministros realizada, acceso adaptado movilidad reducida, acepta animales, a pie de calle, salida de humo¡OPORTUNIDAD ÚNICA DE TRASPASO EN CARABANCHEL! Dos Cafeterías-Restaurantes en pleno funcionamiento Ubicación privilegiada en corazón de Carabanchel (Madrid) Negocio 100 operativo con aforo completo diario Clientela fija consolidada Servicio completo desayunos, menús, comidas, meriendas y raciones 2 amplias terrazas exteriores Incluye 2 máquinas tragaperras con beneficios adicionales Traspaso conjunto 600.000 € Alquiler total 4.250 €/mes Contrato de arrendamiento 10 años mínimo Ideal paraInversores hostelerosGrupos de restauraciónEmprendedores con experiencia Interesados serios, contactar para más información, visitas y detalles económicos..",Puerta Bonita,Madrid > Puerta Bonita > Venta,"Calle de Eugenia de Montijo, Puerta Bonita, Madrid","Calle de Eugenia de Montijo, Puerta Bonita, Madrid, España",ok,nominatim,street_approx,"Calle de Eugenia de Montijo, Colonia de la Prensa, Puerta Bonita, Carabanchel, Madrid, Comunidad de Madrid, 28025, España",40.3803347,-3.7456597,8a390cbabb87fff,10.0,11125.0,11.0,Carabanchel,115.0,Puerta Bonita,2026-03-04T09:39:49+0000,2026-03-04T09:39:49+0000,ok
locales.es,madrid,venta,2,163397,venta:163397,https://www.locales.es/madrid/venta/local163397?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163397,"Local comercial en Venta en Calle del General Arrando, Almagro, Madrid","Cafetería en venta con 85m² en Madrid, en la zona de Almagro, Calle del General Arrando",Local comercial,local_comercial,De inmobiliaria,120000.0,1411.8,85.0,,Salida de humos | Situado a pie de calle,"Local reformado de 75 m² útiles en Chamberí, funcionando, salida de humos, cocina equipada y clientela fidelizada, listo para continuar.","226-01. Local en chamberí, con 85 m² construidos, 75 m² útiles, reformado, alta suministros realizada, a pie de calle, salida de humo, seguridadTRASPASO CAFETERÍA BRUNCH EN PLENO Chamberí FUNCIONANDO75 m² útiles Salida de humos Lista para continuar actividadSe traspasa acogedora y consolidada cafetería especializada en brunch, ubicada en una de las zonas con más encanto y tránsito de Madrid.Local de aproximadamente 75 m² útiles, perfectamente distribuido y actualmente en funcionamiento, con clientela fidelizada y excelente reputación en la zona.________________________________________ Ideal para conceptoSpecialty coffeeBrunch saludableDesayunos premiumCafetería artesanalConcepto take awayMarca personal gastronómica________________________________________ Características principales75 m² muy bien aprovechadosSalida de humosLicencia en vigorCocina equipadaZona de barra y mesas acogedoraDecoración actual y ambiente modernoFuncionando actualmenteLocal con imagen cuidada y preparado para continuar actividad desde el primer día, sin necesidad de grandes inversiones. Ubicación estratégicaSituado en el distrito de Chamberí, una de las zonas más demandadas de Madrid, con alto tránsito peatonal, perfil residencial consolidado y público joven-profesional con alto consumo en restauración.Perfecto para autoempleo o para emprendedores que quieran desarrollar una marca gastronómica en una ubicación premium..",Almagro,Madrid > Almagro > Venta,"Calle del General Arrando, Almagro, Madrid","Calle del General Arrando, Almagro, Madrid, España",ok,nominatim,street_approx,"Calle del General Arrando, Almagro, Chamberí, Madrid, Comunidad de Madrid, 28010, España",40.4317303,-3.6946482,8a390cb1bb67fff,10.0,7080.0,7.0,Chamberí,74.0,Almagro,2026-03-04T09:44:38+0000,2026-03-04T09:44:38+0000,ok
locales.es,madrid,venta,2,163398,venta:163398,https://www.locales.es/madrid/venta/local163398?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163398,"Local comercial en Venta en Calle de Francisco Ricci, Gaztambide, Madrid","Local comercial en venta con 400m² en Madrid, en la zona de Gaztambide, Calle de Francisco Ricci",Local comercial,local_comercial,De inmobiliaria,99000.0,,400.0,3.0,Sistemas de Seguridad | Salida de humos | Situado a pie de calle,"Centro de estética y formación ya operativo en Chamberí (Madrid), 350 m², 8 estancias, aulas y cabinas, manicura, recepción, licencias.","220-01. Local en chamberi, con 400 m² construidos, 350 m² útiles, 8 estancias, 3 aseos, reformado, exterior, planta Baja, alta suministros realizada, alarma, a pie de calle, salida de humo, seguridadTRASPASO CENTRO DE ESTÉTICA Y FORMACIÓN CHAMBERÍ (MADRID)€urohome Soluciones Inmobiliarias presenta una excelente oportunidad de negocio en uno de los barrios más demandados y consolidados de Madrid.Se traspasa prestigioso centro de estética y formación profesional en pleno funcionamiento, ubicado en Chamberí, con amplia trayectoria y clientela fidelizada. Características del inmuebleSuperficie 350 m²Centro totalmente equipado y operativoInstalaciones adaptadas para formación profesionalVarias cabinas de tratamientoAulas para cursos formativosZona de manicura, uñas y estética avanzadaRecepción y zona de esperaDistribución funcional y modernaLicencias y actividad en funcionamiento ActividadEl centro desarrolla actualmente Cursos de estética profesional Formación en uñas y manicura Tratamientos estéticos Servicios de belleza y cuidado personal UbicaciónSituado en Chamberí, zona con gran tránsito peatonal, excelente comunicación y entorno comercial consolidado. Oportunidad de negocioIdeal para profesionales del sector, inversores o empresas de formación que busquen un negocio consolidado y con gran proyección..",Gaztambide,Madrid > Gaztambide > Venta,"Calle de Francisco Ricci, Gaztambide, Madrid","Calle de Francisco Ricci, Gaztambide, Madrid, España",ok,nominatim,street_approx,"Calle de Francisco Ricci, Gaztambide, Chamberí, Madrid, Comunidad de Madrid, 28015, España",40.4311619,-3.7126202,8a390cb1866ffff,10.0,7003.0,7.0,Chamberí,71.0,Gaztambide,2026-03-04T09:44:58+0000,2026-03-04T09:44:58+0000,ok
locales.es,madrid,venta,2,163399,venta:163399,https://www.locales.es/madrid/venta/local163399?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163399,"Local comercial en Venta en Calle del Padre Claret, Prosperidad, Madrid","Restaurante en venta con 365m² en Madrid, en la zona de Prosperidad, Calle del Padre Claret",Local comercial,local_comercial,De inmobiliaria,200000.0,547.9,365.0,3.0,Cocina completamente equipada | Salida de humos | Terraza | Situado a pie de calle | +1,"Restaurante de 350 m² útiles en Chamartín con amplia terraza, cocina equipada, varias zonas de comedor y licencia vigente.","205-01. Local en chamartin, con 365 m² construidos, 350 m² útiles, 7 estancias, 3 aseos, buen estado, exterior, planta Baja, 1 terraza(s), cocina cocina office, alta suministros realizada, a pie de calle, salida de humo¡¡TRASPASO GRAN RESTAURANTE DE LUJO EN ZONA EMBLEMÁTICA DE CHAMARTÍN, MADRID350 m² + Amplia Terraza Ubicación Prime Oportunidad ÚnicaSe traspasa restaurante de gran tamaño en pleno distrito de Chamartín, una de las zonas más demandadas y con mayor poder adquisitivo de Madrid.Características principales 350 m² de superficie interior Amplia terraza exterior con gran capacidad Local completamente acondicionado para actividad de restauración Cocina equipada con salida de humos Salón luminoso con varias zonas de comedor Alto tránsito peatonal y vehicular Rodeado de oficinas, viviendas de nivel medio-alto y servicios Licencia en vigorIdeal paraRestaurantes, braserías, conceptos gastronómicos de nivel, franquicias o proyectos de restauración con necesidad de gran superficie y visibilidad.CondicionesTraspaso 200.000€Alquiler mensual 6.500€.",Prosperidad,Madrid > Prosperidad > Venta,"Calle del Padre Claret, Prosperidad, Madrid","Calle del Padre Claret, Prosperidad, Madrid, España",ok,nominatim,street_approx,"Calle del Padre Claret, Prosperidad, Chamartín, Madrid, Comunidad de Madrid, 28002, España",40.4506937,-3.6640493,8a390ca24167fff,10.0,5099.0,5.0,Chamartín,52.0,Prosperidad,2026-03-04T09:45:19+0000,2026-03-04T09:45:19+0000,ok
locales.es,madrid,venta,2,163400,venta:163400,https://www.locales.es/madrid/venta/local163400?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163400,"Local comercial en Venta en Calle de Lagasca, Castellana, Madrid","Restaurante en venta con 260m² en Madrid, en la zona de Castellana, Calle de Lagasca",Local comercial,local_comercial,De inmobiliaria,389000.0,,260.0,3.0,Cocina completamente equipada | Situado a pie de calle,"Local comercial en Barrio Salamanca, Madrid: 260 m², 6 estancias, 3 aseos, reformado, exterior, planta baja, cocina office, traspaso de restaurante.","191-01. Local en barrio salamanca, con 260 m² construidos, 240 m² útiles, 6 estancias, 3 aseos, reformado, exterior, planta Baja, cocina cocina office¡TRASPASO DE RESTAURANTE DE LUJO EN ZONA INMEJORABLE DEL BARRIO SALAMANCA¡¡Excepcional oportunidad de negocio en el corazón del distrito más exclusivo de Madrid. Se traspasa local comercial de 260 m² a pie de calle, con un altísimo paso de público y rodeado de marcas de primer nivel.´ ´Una oportunidad excelente para posicionar tu marca en una ubicación prime. Para más información o para concertar una visita, no dude en contactar. Solo interesados serios.´.",Castellana,Madrid > Castellana > Venta,"Calle de Lagasca, Castellana, Madrid","Calle de Lagasca, Castellana, Madrid, España",ok,nominatim,street_approx,"Calle de Lagasca, Castellana, Salamanca, Madrid, Comunidad de Madrid, 28006, España",40.4340037,-3.6844973,8a390cb1965ffff,10.0,4119.0,4.0,Salamanca,46.0,Castellana,2026-03-04T09:45:46+0000,2026-03-04T09:45:46+0000,ok
locales.es,madrid,venta,2,163401,venta:163401,https://www.locales.es/madrid/venta/local163401?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163401,"Local comercial en Venta en Calle de Manuel de Falla, Hispanoamérica, Madrid","Local comercial en venta con 350m² en Madrid, en la zona de Hispanoamérica, Calle de Manuel de Falla",Local comercial,local_comercial,De inmobiliaria,360000.0,,350.0,7.0,Sistemas de Seguridad,"Discoteca de 350 m² con licencia especial, lista para operar; ubicada en la zona Bernabéu, Madrid.","183-01. Local en chamartin, con 350 m² construidos, 340 m² útiles, 2 estancias, 7 aseos, buen estado, exterior, planta Baja, alta suministros realizada, alarma, a pie de calle¡OPORTUNIDAD ÚNICA! TRASPASO de DISCOTECA de 350m² en la Zona del Bernabéu´¿Siempre has soñado con tener tu propio local de ocio nocturno ¡Esta es tu oportunidad! Se traspasa una discoteca en pleno funcionamiento con licencia especial en la codiciada zona del Bernabéu.El local cuenta con 350m² y está totalmente equipado, listo para que empieces a operar desde el primer día. Su ubicación es inmejorable, en una de las zonas más vibrantes y con mayor afluencia de Madrid. La licencia especial permite un amplio horario y flexibilidad para distintos tipos de eventos.No pierdas esta ocasión de invertir en un negocio rentable y con gran proyección.Características clave350m² de espacio diáfano.Licencia especial (perfecta para eventos y horarios extendidos).Ubicación prime en el corazón de la zona del Bernabéu.Completamente equipada y lista para operar. La alta demanda de la zona garantiza una clientela constante.Ideal para profesionales del sector o inversores que busquen una oportunidad llave en mano..",Hispanoamérica,Madrid > Hispanoamérica > Venta,"Calle de Manuel de Falla, Hispanoamérica, Madrid","Calle de Manuel de Falla, Hispanoamérica, Madrid, España",ok,nominatim,street_approx,"Calle Manuel de Falla, Hispanoamérica, Chamartín, Madrid, Comunidad de Madrid, 28020, España",40.4552153,-3.6877394,8a390cb0a4effff,10.0,5068.0,5.0,Chamartín,54.0,Hispanoamérica,2026-03-04T09:46:10+0000,2026-03-04T09:46:10+0000,ok
locales.es,madrid,venta,2,163904,venta:163904,https://www.locales.es/madrid/venta/local163904?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163904,"Local comercial en Venta en Pacífico, Madrid","Local comercial en venta con 80m² en Madrid, en la zona de Pacífico",Local comercial,local_comercial,De inmobiliaria,480000.0,6000.0,80.0,,Salida de humos,Espacio diáfano de 70 m² con salida de humos y campana; terraza autorizada; apto para hostelería; zona de alto tránsito junto al Retiro.,"Inmorest Consultores, S. L. vende este magnífico local en una ubicación privilegiada, situado en la calle Menéndez Pelayo, a escasos metros del Parque del Retiro, una de las zonas con mayor tránsito peatonal y proyección comercial de Madrid. El local dispone de licencia vigente de Bar Restaurante y cuenta con un aforo interior para 28 personas, además de una terraza autorizada con 7 mesas, lo que lo convierte en una excelente oportunidad para desarrollar un negocio de hostelería en una zona consolidada. Se trata de un espacio diáfano con buena distribución, adaptable a distintos conceptos gastronómicos, que dispone de salida de humos y campana instalada. Este local representa una excelente oportunidad de inversión en una de las áreas más demandadas de la capital. No deje pasar esta ocasión única. Honorarios de agencia: 3% del valor de la venta. Para más información sobre las condiciones de la venta, contacten vía WhatsApp con Sebastián indicando la Ref. 1176 o respondiendo a este anuncio. La información incluida no es vinculante y no forma parte de ninguna oferta o contrato y puede estar sujeta a modificaciones sin previo aviso.",Pacífico,Madrid > Pacífico > Venta,"Pacífico, Madrid","Pacífico, Madrid, España",ok,nominatim,unknown,"Pacífico, Avenida de la Ciudad de Barcelona, Pacífico, Retiro, Madrid, Comunidad de Madrid, 28007, España",40.4013961,-3.6748832,,,,,,,,2026-03-09T10:19:02+0000,2026-03-09T10:19:33+0000,ok
locales.es,madrid,venta,2,163907,venta:163907,https://www.locales.es/madrid/venta/local163907?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/163907,"Local comercial en Venta en Calle menorca, Ibiza, Madrid","Local comercial en venta con 95m² en Madrid, en la zona de Ibiza, Calle menorca, 5",Local comercial,local_comercial,De inmobiliaria,770000.0,8105.3,95.0,,,"Local diáfano de 90 m² en Madrid, junto al Parque del Retiro, con gran fachada, doble altura y alta versatilidad de usos","Inmorest Consultores, S. L. comercializa la venta de un excelente local situado en una de las mejores ubicaciones de Madrid, a escasos metros del Parque del Retiro, en una zona consolidada, con alto tránsito peatonal y gran visibilidad. El inmueble destaca por su amplia fachada, que le proporciona una presencia comercial excepcional y una elevada capacidad de atracción, así como por su doble altura, lo que aporta una gran sensación de amplitud y permite múltiples posibilidades de distribución y aprovechamiento del espacio. Se trata de un local con gran versatilidad de uso, idóneo para diferentes actividades e industrias, tales como comercio especializado, restauración, showroom, clínicas, oficinas representativas o espacios híbridos. Su configuración diáfana permite adaptarlo fácilmente a las necesidades del futuro propietario o explotador. Este local representa una excelente oportunidad de inversión en una de las zonas más demandadas de la capital, tanto por su entorno privilegiado como por su potencial de revalorización y explotación. Condiciones: * Honorarios de agencia: 3 % del valor de la venta. Para ampliar información sobre las condiciones de la venta o concertar una visita, pueden contactar vía WhatsApp con Sebastián indicando la Ref. 1170 o respondiendo directamente a este anuncio. La información incluida no es vinculante y no forma parte de ninguna oferta o contrato, pudiendo estar sujeta a modificaciones sin previo aviso.",Ibiza,Madrid > Ibiza > Venta,"Calle menorca, Ibiza, Madrid","Calle menorca, Ibiza, Madrid, España",ok,nominatim,street_approx,"Calle de Menorca, Ibiza, Retiro, Madrid, Comunidad de Madrid, 28009, España",40.4194987,-3.6776608,8a390ca26467fff,10.0,3058.0,3.0,Retiro,34.0,Ibiza,2026-03-09T10:20:46+0000,2026-03-09T10:20:48+0000,ok
locales.es,madrid,venta,3,157965,venta:157965,https://www.locales.es/madrid/venta/local157965?offerType=1&estateType=3&settlement=6773,https://www.locales.es/madrid/contactar/propietario/157965,Local comercial en Venta en Madrid,Local comercial en venta en Madrid,Local comercial,local_comercial,De inmobiliaria,1900000.0,,,,Terraza,"4 plantas + ático: 5 aptos (2×1h, 2×2h, ático 1h con terraza). Licencias turísticas independientes. Uso actual como alojamiento turístico.","63142. Oi Realtor presenta en exclusiva, gran oportunidad de inversión, un edificio de apartamentos con licencia turística en Tetuán, Madrid. Los detalles del edificio residencial en venta en MadridSe trata de un edificio en venta distribuido en cuatro (4) plantas: Planta baja con dos (2) apartamentos de una (1) habitación. Planta 1ª con un (1) apartamento de dos (2) habitaciones. Planta 2ª con un (1) apartamento de dos (2) habitaciones. Planta Ático con un (1) apartamento de una (1) habitación y una (1) terraza.Es una sola finca con segregación física en los cinco (5) apartamentos previamente indicados, además estos poseen licencia turística independiente, otorgadas por la comunidad de Madrid.El uso actual de la finca es de un hospedaje en apartamentos turísticos de manera completa. Tetuán Ubicación ideal, ya que la finca esta situada en el castizo un barrio de Tetuán muy cerca de transporte publico situado en Plaza Castilla, también se encuentra a solo pocos minutos de la arteria principal de Madrid, que sería el paseo de la Castellana y muy cerca del centro de negocios y del nuevo Skyline de Madrid, compuesto por las cuatro torres. Por otro lado, se encuentra a unos 60 m de la estación de metro Tetuán, que recorre casi de norte a sur la ciudad de Madrid, pasando directamente por la puerta del sol. Esta situado en una zona con gran cantidad de comercios de todo tipo..",,Madrid > Venta,Madrid,"Madrid, España",ok,nominatim,unknown,"Madrid, Comunidad de Madrid, España",40.416782,-3.703507,,,,,,,,2026-02-20T20:10:26+0000,2026-02-20T20:12:00+0000,ok
