taxonomy,raw_code,raw_desc,desc_key,n,clean_code,clean_desc,code_valid,is_placeholder,mapping_reason
division,6.0,EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,1,6,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,True,False,numeric_normalized
division,37.0,RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,21,37,RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,True,False,numeric_normalized
division,12.0,INDUSTRIA DEL TABACO,INDUSTRIA DEL TABACO,4,12,INDUSTRIA DEL TABACO,True,False,numeric_normalized
division,82,ACTIVIDADES ADMINISTRATIVAS DE OFICINA Y OTRAS ACTIVIDADES AUXILIARES A LAS EMPRESAS,ACTIVIDADES ADMINISTRATIVAS DE OFICINA Y OTRAS ACTIVIDADES AUXILIARES A LAS EMPRESAS,370598,82,ACTIVIDADES ADMINISTRATIVAS DE OFICINA Y OTRAS ACTIVIDADES AUXILIARES A LAS EMPRESAS,True,False,exact_valid
division,43,ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA Y ACABADO DE EDIFICIOS,ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA Y ACABADO DE EDIFICIOS,193785,43,ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA Y ACABADO DE EDIFICIOS,True,False,exact_valid
division,69,ACTIVIDADES JURIDICAS Y DE CONTABILIDAD,ACTIVIDADES JURIDICAS Y DE CONTABILIDAD,88096,69,ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,True,False,exact_valid
division,33,REPARACION E INSTALACION DE MAQUINARIA Y EQUIPO,REPARACION E INSTALACION DE MAQUINARIA Y EQUIPO,16303,33,REPARACION E INSTALACION DE MAQUINARIA Y EQUIPO,True,False,exact_valid
division,46,"COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS,263638,46,"COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",True,False,exact_valid
division,41,PROMOCION Y CONSTRUCCION DE EDIFICIOS,PROMOCION Y CONSTRUCCION DE EDIFICIOS,63942,41,PROMOCION Y CONSTRUCCION DE EDIFICIOS,True,False,exact_valid
division,18,ARTES GRAFICAS Y REPRODUCCION DE SOPORTES GRABADOS,ARTES GRAFICAS Y REPRODUCCION DE SOPORTES GRABADOS,54838,18,ARTES GRAFICAS Y REPRODUCCION DE SOPORTES GRABADOS,True,False,exact_valid
division,25,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",FABRICACION DE PRODUCTOS METALICOS EXCEPTO MAQUINARIA Y EQUIPO,43905,25,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",True,False,exact_valid
division,15,INDUSTRIA DEL CUERO Y DEL CALZADO,INDUSTRIA DEL CUERO Y DEL CALZADO,5754,15,INDUSTRIA DEL CUERO Y DEL CALZADO,True,False,exact_valid
division,86,ACTIVIDADES SANITARIAS,ACTIVIDADES SANITARIAS,534363,86,ACTIVIDADES SANITARIAS,True,False,exact_valid
division,94,ACTIVIDADES ASOCIATIVAS,ACTIVIDADES ASOCIATIVAS,251021,94,ACTIVIDADES ASOCIATIVAS,True,False,exact_valid
division,53,ACTIVIDADES POSTALES Y DE CORREOS,ACTIVIDADES POSTALES Y DE CORREOS,54577,53,ACTIVIDADES POSTALES Y DE CORREOS,True,False,exact_valid
division,75,ACTIVIDADES VETERINARIAS,ACTIVIDADES VETERINARIAS,51351,75,ACTIVIDADES VETERINARIAS,True,False,exact_valid
division,45,VENTA Y REPARACION DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACION DE VEHICULOS DE MOTOR Y MOTOCICLETAS,323814,45,VENTA Y REPARACION DE VEHICULOS DE MOTOR Y MOTOCICLETAS,True,False,exact_valid
division,59,"ACTIVIDADES CINEMATOGRAFICAS, DE VIDEO Y DE PROGRAMAS DE TELEVISION, GRABACION DE SONIDO Y EDICION MUSICAL",ACTIVIDADES CINEMATOGRAFICAS DE VIDEO Y DE PROGRAMAS DE TELEVISION GRABACION DE SONIDO Y EDICION MUSICAL,20561,59,"ACTIVIDADES CINEMATOGRAFICAS, DE VIDEO Y DE PROGRAMAS DE TELEVISION, GRABACION DE SONIDO Y EDICION MUSICAL",True,False,exact_valid
division,23,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS,6263,23,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS,True,False,exact_valid
division,74,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS,45619,74,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",True,False,exact_valid
division,92,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,107425,92,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,True,False,exact_valid
division,35,"SUMINISTRO DE ENERGIA ELECTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",SUMINISTRO DE ENERGIA ELECTRICA GAS VAPOR Y AIRE ACONDICIONADO,9706,35,"SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",True,False,exact_valid
division,77,ACTIVIDADES DE ALQUILER,ACTIVIDADES DE ALQUILER,33592,77,ACTIVIDADES DE ALQUILER,True,False,exact_valid
division,84,ADMINISTRACION PUBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,ADMINISTRACION PUBLICA Y DEFENSA SEGURIDAD SOCIAL OBLIGATORIA,63987,84,ADMINISTRACION PUBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,True,False,exact_valid
division,64,"SERVICIOS FINANCIEROS, EXCEPTO SEGUROS Y FONDOS DE PENSIONES",SERVICIOS FINANCIEROS EXCEPTO SEGUROS Y FONDOS DE PENSIONES,270392,64,"SERVICIOS FINANCIEROS, EXCEPTO SEGUROS Y FONDOS DE PENSIONES",True,False,exact_valid
division,61,TELECOMUNICACIONES,TELECOMUNICACIONES,159637,61,TELECOMUNICACIONES,True,False,exact_valid
division,68,ACTIVIDADES INMOBILIARIAS,ACTIVIDADES INMOBILIARIAS,162361,68,ACTIVIDADES INMOBILIARIAS,True,False,exact_valid
division,95,"REPARACION DE ORDENADORES, EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO",REPARACION DE ORDENADORES EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO,167318,95,"REPARACION DE ORDENADORES, EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO",True,False,exact_valid
division,70,ACTIVIDADES DE LAS SEDES CENTRALES; ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL,ACTIVIDADES DE LAS SEDES CENTRALES ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL,24591,70,ACTIVIDADES DE LAS SEDES CENTRALES; ACTIVIDADES DE CONSULTORÍA DE GESTIÓN EMPRESARIAL,True,False,exact_valid
division,90,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS",ACTIVIDADES DE CREACION ARTISTICAS Y ESPECTACULOS,22532,90,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS",True,False,exact_valid
division,66,ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS Y A LOS SEGUROS,ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS Y A LOS SEGUROS,42751,66,ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS Y A LOS SEGUROS,True,False,exact_valid
division,55,SERVICIOS DE ALOJAMIENTO,SERVICIOS DE ALOJAMIENTO,197544,55,SERVICIOS DE ALOJAMIENTO,True,False,exact_valid
division,10,INDUSTRIA DE LA ALIMENTACION,INDUSTRIA DE LA ALIMENTACION,33105,10,INDUSTRIA DE LA ALIMENTACION,True,False,exact_valid
division,38,"RECOGIDA, TRATAMIENTO Y ELIMINACION DE RESIDUOS; VALORIZACION",RECOGIDA TRATAMIENTO Y ELIMINACION DE RESIDUOS VALORIZACION,3275,38,"RECOGIDA, TRATAMIENTO Y ELIMINACION DE RESIDUOS; VALORIZACION",True,False,exact_valid
division,01,"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS",AGRICULTURA GANADERIA CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS,868,1,"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS",True,False,numeric_normalized
division,78,ACTIVIDADES RELACIONADAS CON EL EMPLEO,ACTIVIDADES RELACIONADAS CON EL EMPLEO,6504,78,ACTIVIDADES RELACIONADAS CON EL EMPLEO,True,False,exact_valid
division,21,FABRICACION DE PRODUCTOS FARMACEUTICOS,FABRICACION DE PRODUCTOS FARMACEUTICOS,922,21,FABRICACION DE PRODUCTOS FARMACEUTICOS,True,False,exact_valid
division,99,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES,24641,99,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES,True,False,exact_valid
division,22,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,3272,22,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,True,False,exact_valid
division,20,INDUSTRIA QUIMICA,INDUSTRIA QUIMICA,2588,20,INDUSTRIA QUIMICA,True,False,exact_valid
division,39,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,725,39,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,True,False,exact_valid
division,30,FABRICACION DE OTRO MATERIAL DE TRANSPORTE,FABRICACION DE OTRO MATERIAL DE TRANSPORTE,291,30,FABRICACIÓN DE OTRO MATERIAL DE TRANSPORTE,True,False,exact_valid
division,29,"FABRICACION DE VEHICULOS DE MOTOR, REMOLQUES Y SEMIRREMOLQUES",FABRICACION DE VEHICULOS DE MOTOR REMOLQUES Y SEMIRREMOLQUES,1172,29,"FABRICACION DE VEHICULOS DE MOTOR, REMOLQUES Y SEMIRREMOLQUES",True,False,exact_valid
division,PT,SIN ACTIVIDAD PTE. DE CODIFICAR,SIN ACTIVIDAD PTE DE CODIFICAR,1396,PT,SIN ACTIVIDAD PTE. DE CODIFICAR,False,True,placeholder
division,63,SERVICIOS DE INFORMACION,SERVICIOS DE INFORMACION,4046,63,SERVICIOS DE INFORMACIÓN,True,False,exact_valid
division,51,TRANSPORTE AEREO,TRANSPORTE AEREO,1699,51,TRANSPORTE AEREO,True,False,exact_valid
division,09,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,216,9,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,True,False,numeric_normalized
division,74.0,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS,1419,74,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",True,False,numeric_normalized
division,10.0,INDUSTRIA DE LA ALIMENTACION,INDUSTRIA DE LA ALIMENTACION,812,10,INDUSTRIA DE LA ALIMENTACION,True,False,numeric_normalized
division,25.0,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",FABRICACION DE PRODUCTOS METALICOS EXCEPTO MAQUINARIA Y EQUIPO,1550,25,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",True,False,numeric_normalized
division,95.0,"REPARACION DE ORDENADORES, EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO",REPARACION DE ORDENADORES EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO,5615,95,"REPARACION DE ORDENADORES, EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO",True,False,numeric_normalized
division,14.0,CONFECCION DE PRENDAS DE VESTIR,CONFECCION DE PRENDAS DE VESTIR,895,14,CONFECCION DE PRENDAS DE VESTIR,True,False,numeric_normalized
division,43.0,ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA Y ACABADO DE EDIFICIOS,ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA Y ACABADO DE EDIFICIOS,6816,43,ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA Y ACABADO DE EDIFICIOS,True,False,numeric_normalized
division,62.0,"PROGRAMACION, CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA",PROGRAMACION CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA,648,62,"PROGRAMACIÓN, CONSULTORÍA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMÁTICA",True,False,numeric_normalized
division,81.0,SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERIA,SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERIA,1208,81,SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERIA,True,False,numeric_normalized
division,58.0,EDICION (INCLUYE PROGRAMAS INFORMATICOS),EDICION INCLUYE PROGRAMAS INFORMATICOS,391,58,EDICION (INCLUYE PROGRAMAS INFORMATICOS),True,False,numeric_normalized
division,36.0,"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA",CAPTACION DEPURACION Y DISTRIBUCION DE AGUA,60,36,"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA",True,False,numeric_normalized
division,80.0,ACTIVIDADES DE SEGURIDAD E INVESTIGACION,ACTIVIDADES DE SEGURIDAD E INVESTIGACION,172,80,ACTIVIDADES DE SEGURIDAD E INVESTIGACION,True,False,numeric_normalized
division,27.0,FABRICACION DE MATERIAL Y EQUIPO ELECTRICO,FABRICACION DE MATERIAL Y EQUIPO ELECTRICO,192,27,FABRICACION DE MATERIAL Y EQUIPO ELECTRICO,True,False,numeric_normalized
division,16.0,"INDUSTRIA DE LA MADERA Y DEL CORCHO, EXCEPTO MUEBLES; CESTERIA Y ESPARTERIA",INDUSTRIA DE LA MADERA Y DEL CORCHO EXCEPTO MUEBLES CESTERIA Y ESPARTERIA,413,16,"INDUSTRIA DE LA MADERA Y DEL CORCHO, EXCEPTO MUEBLES; CESTERIA Y ESPARTERIA",True,False,numeric_normalized
division,23.0,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS,209,23,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS,True,False,numeric_normalized
division,63.0,SERVICIOS DE INFORMACION,SERVICIOS DE INFORMACION,99,63,SERVICIOS DE INFORMACIÓN,True,False,numeric_normalized
division,22.0,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,114,22,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,True,False,numeric_normalized
division,51.0,TRANSPORTE AEREO,TRANSPORTE AEREO,63,51,TRANSPORTE AEREO,True,False,numeric_normalized
division,72.0,INVESTIGACION Y DESARROLLO,INVESTIGACION Y DESARROLLO,147,72,INVESTIGACIÓN Y DESARROLLO,True,False,numeric_normalized
division,1.0,"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS",AGRICULTURA GANADERIA CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS,33,1,"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS",True,False,numeric_normalized
division,30.0,FABRICACION DE OTRO MATERIAL DE TRANSPORTE,FABRICACION DE OTRO MATERIAL DE TRANSPORTE,9,30,FABRICACIÓN DE OTRO MATERIAL DE TRANSPORTE,True,False,numeric_normalized
division,60.0,ACTIVIDADES DE PROGRAMACION Y EMISION DE RADIO Y TELEVISION,ACTIVIDADES DE PROGRAMACION Y EMISION DE RADIO Y TELEVISION,94,60,ACTIVIDADES DE PROGRAMACION Y EMISION DE RADIO Y TELEVISION,True,False,numeric_normalized
division,11.0,FABRICACION DE BEBIDAS,FABRICACION DE BEBIDAS,15,11,FABRICACIÓN DE BEBIDAS,True,False,numeric_normalized
division,6.0,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,7,6,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,True,False,numeric_normalized
division,SERVICIOS DE COMIDAS Y BEBIDAS,561005,561OO5,38,NAN,SIN ACTIVIDAD PTE. DE CODIFICAR,False,False,description_remap
division,0,SIN ACTIVIDAD,SIN ACTIVIDAD,9848,0,SIN ACTIVIDAD,False,True,placeholder
division,9,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,10,9,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,True,False,exact_valid
division,8,OTRAS INDUSTRIAS EXTRACTIVAS,OTRAS INDUSTRIAS EXTRACTIVAS,4,8,OTRAS INDUSTRIAS EXTRACTIVAS,True,False,exact_valid
division,08,OTRAS INDUSTRIAS EXTRACTIVAS,OTRAS INDUSTRIAS EXTRACTIVAS,206,8,OTRAS INDUSTRIAS EXTRACTIVAS,True,False,numeric_normalized
division,85,EDUCACIÓN,EDUCACION,236039,85,EDUCACION,True,False,exact_valid
division,46,"COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS,136029,46,"COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",True,False,exact_valid
