epigrafe_code,epigrafe_desc,display_label,web_category,web_supercategory,macro_category_code,macro_category_name,macro_category_definition,investable,macro_mapping_rule,source_rows,needs_manual_review
477804,SEX-SHOP,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,2311,False
477807,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,23664,False
477808,OTRO COMERCIO AL POR MENOR DEL ARTICULOS NUEVOS N.C.O.P.,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,97723,False
477901,COMERCIO AL POR MENOR DE ARTICULOS DE SEGUNDA MANO,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,60599,False
478001,COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,2478,False
47800103,SITUADOS: MELONES Y SANDIAS,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,48,False
47800104,SITUADOS: CHURROS Y FREIDURIAS SIN NINGIN TIPO DE RELLENO,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,255,False
47800105,SITUADOS: FLORES Y PLANTAS,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,1870,False
47800106,SITUADOS: ARTICULOS NAVIDEÑOS NO ALIMENTICIOS,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,1,False
47800109,SITUADOS DE OBJETOS Y PUBLICACIONES POLITICO-SOCIAL-ECONOMICO-DEPORTIVA. QUIOSCOS DE PRENSA,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,103,False
47800111,SITUADOS: SIN DETERMINAR,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,1140,False
47800112,SITUADOS DE ALIMENTOS ENVASADOS SOMETIDOS A TRANSFORMACION,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,62,False
479001,"COMERCIO AL POR MENOR POR CORRESPONDENCIA, INTERNET, A DOMICILIO",Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,20069,False
479002,COMERCIO AL POR MENOR CON MAQUINAS EXPENDEDORAS,Otros comercios,Otros comercios,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,5692,False
471901,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",Tienda multiproducto,Conveniencia,Retail especializado,bazaar_gifts,"Bazar, regalos y retail variado","Bazares, floristerías, multiproducto y comercios especializados de regalo o surtido variado.",True,display_label,44071,False
960204,INSTITUTOS O CENTROS CAPILARES,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,1879,False
960301,POMPAS FUNEBRES Y ACTIVIDADES RELACIONADAS,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,4608,False
960401,BALNEARIOS Y SPA URBANOS,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,9593,False
960402,DESPACHO DE DIESTISTAS,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,235,False
960403,"SAUNAS, BAÑOS TURCOS Y SIMILARES",Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,2831,False
960902,TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,30044,False
960903,"ADIESTRAMIENTO, CUIDADO DE ANIMALES, RESIDENCIAS CANINAS Y CENTROS DE ANIMALES ABANDONADOS",Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,3888,False
960904,"OTRAS SERVICIOS PERSONALES (ASTROLOGIA, AGENCIAS DE CONTACTOS) N.C.O.P.",Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,6862,False
960205,CENTROS DE BRONCEADO,Bronceado,Peluquería y estética,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,30029,False
960203,CENTRO DE ESTETICA,Centro de estética,Peluquería y estética,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,258695,False
960206,CENTROS DE FOTODEPILACION,Fotodepilación,Peluquería y estética,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,41300,False
960202,INSTITUTO DE BELLEZA,Instituto de belleza,Peluquería y estética,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,59553,False
960201,SERVICIO DE PELUQUERIA,Peluquería,Peluquería y estética,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,670144,False
477501,COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y COSMETICA,Perfumería y cosmética,Cosmética y perfumería,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,98947,False
960901,CENTROS DE TATUAJE Y/O ANILLADO,Tattoo y piercing,Servicios personales,Belleza y cuidado personal,beauty_personal_care,Belleza y cuidado personal,"Peluquería, barbería, estética y otros servicios de cuidado personal recurrente.",True,display_label,35902,False
472205,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",Aves y huevos,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,22167,False
472206,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",Aves y huevos,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,104719,False
472201,COMERCIO AL POR MENOR DE CARNICERIA,Carnicería,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,145231,False
472203,COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carnicería y charcutería,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,28842,False
472204,COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,Carnicería y charcutería,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,58307,False
472207,COMERCIO AL POR MENOR DE CASQUERIA,Casquería,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,18958,False
472202,COMERCIO AL POR MENOR DE CHARCUTERIA,Charcutería,Alimentación fresca,Alimentación,butcher,Carnicería y proteína fresca,"Carnicerías, charcuterías, pollerías, casquerías y negocios equivalentes de proteína fresca.",True,display_label,137633,False
562901,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",Comedor colectivo,Catering y colectividades,Hostelería,catering_collective,Catering y colectividades,"Catering, banquetes, comedores colectivos y restauración para grupos.",True,display_label,28109,False
562902,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,Comedor colectivo,Catering y colectividades,Hostelería,catering_collective,Catering y colectividades,"Catering, banquetes, comedores colectivos y restauración para grupos.",True,display_label,155805,False
562903,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,Comedor colectivo,Catering y colectividades,Hostelería,catering_collective,Catering y colectividades,"Catering, banquetes, comedores colectivos y restauración para grupos.",True,display_label,31790,False
562101,SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS,Eventos y banquetes,Catering y colectividades,Hostelería,catering_collective,Catering y colectividades,"Catering, banquetes, comedores colectivos y restauración para grupos.",True,display_label,10952,False
862003,CONSULTA DE ESTOMATOLOGOS Y ODONTOLOGOS,Clínica dental,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,137106,False
861002,CLINICAS MEDICAS,Clínica médica,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,75784,False
750001,HOSPITALES VETERINARIOS,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,2959,False
750004,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,6576,False
750005,CONSULTORIO VETERINARIO SIN TRATAMIENTO HIGIENICO ANIMAL,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,2892,False
861001,ACTIVIDADES HOSPITALARIAS,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,9910,False
862004,DESPACHO DE ESTOMATOLOGO Y ODONTOLOGO,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,5118,False
869001,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,20869,False
869002,DESPACHO DE PROTESICOS E HIGIENISTAS DENTALES,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,3930,False
869004,DESPACHO DE PODOLOGOS,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,996,False
869006,DESPACHO DE OPTICOS-OPTOMETRISTAS,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,1152,False
869010,DESPACHO DE DIETISTAS,Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,2211,False
870001,"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA MAYORES, DISCAPACITADOS, DROGODEPENDIENTES, CENTROS DE CONVALECENCIA, PERSONAS SIN HOGAR",Clínicas y consultas,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,46364,False
862001,CONSULTA DE MEDICINA GENERAL Y ESPECIALIDADES,Consulta médica,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,73353,False
862002,DESPACHO MEDICO DE MEDICINA GENERAL Y ESPECIALISTAS,Consulta médica,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,11400,False
869007,FISIOTERAPEUTAS Y OTRAS ACTIVIDADES SANITARIAS,Fisioterapia,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,121643,False
869008,DESPACHO DE FISIOTERAPEUTAS,Fisioterapia,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,12256,False
869005,CONSULTA DE OPTICOS-OPTOMETRISTAS,Optometría,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,13115,False
869009,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",Parasanitario,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,22450,False
869003,CONSULTA DE PODOLOGIA,Podología,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,23070,False
750002,CLINICA VETERINARIA CON TRATAMIENTO HIGIENICO,Veterinaria,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,25348,False
750003,CLINICA VETERINARIA SIN TRATAMIENTO HIGIENICO,Veterinaria,Clínicas y consultas,Salud y bienestar,clinic_health,Clínicas y consultas,"Clínicas, consultas médicas, dentales, fisioterapia, podología, veterinaria y servicios sanitarios equivalentes.",True,display_label,13576,False
472406,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR,Comida preparada,Comida preparada,Alimentación,ready_meals,Comida preparada,"Comida para llevar, platos preparados y oferta alimentaria lista para consumir.",True,display_label,20765,False
472407,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,Comida preparada,Comida preparada,Alimentación,ready_meals,Comida preparada,"Comida para llevar, platos preparados y oferta alimentaria lista para consumir.",True,display_label,111533,False
476401,COMERCIO AL POR MENOR DE BICICLETAS,Bicicletas,Cultura y ocio,Retail especializado,books_leisure_retail,"Cultura, papelería y ocio retail","Librerías, papelerías, jugueterías, bicicletas, deporte retail y comercios afines de ocio.",True,display_label,13004,False
476403,COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,Deporte,Cultura y ocio,Retail especializado,books_leisure_retail,"Cultura, papelería y ocio retail","Librerías, papelerías, jugueterías, bicicletas, deporte retail y comercios afines de ocio.",True,display_label,39574,False
476501,COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,Juguetería,Cultura y ocio,Retail especializado,books_leisure_retail,"Cultura, papelería y ocio retail","Librerías, papelerías, jugueterías, bicicletas, deporte retail y comercios afines de ocio.",True,display_label,32169,False
476101,COMERCIO AL POR MENOR DE LIBROS,Librería,Cultura y ocio,Retail especializado,books_leisure_retail,"Cultura, papelería y ocio retail","Librerías, papelerías, jugueterías, bicicletas, deporte retail y comercios afines de ocio.",True,display_label,61068,False
476201,"COMERCIO AL POR MENOR DE PERIODICOS, REVISTAS Y ARTICULOS DE PAPELERIA",Papelería y prensa,Cultura y ocio,Retail especializado,books_leisure_retail,"Cultura, papelería y ocio retail","Librerías, papelerías, jugueterías, bicicletas, deporte retail y comercios afines de ocio.",True,display_label,91734,False
851003,CENTROS DE CUIDADO INFANTIL,Centro de cuidado infantil,Educación infantil,Educación,early_childhood,Educación infantil,Escuelas infantiles y centros de cuidado para primera infancia.,True,display_label,11232,False
851001,ESCUELAS INFANTILES DE PRIMER CICLO,Escuela infantil,Educación infantil,Educación,early_childhood,Educación infantil,Escuelas infantiles y centros de cuidado para primera infancia.,True,display_label,79816,False
851002,ESCUELAS INFANTILES DE SEGUNDO CICLO,Escuela infantil,Educación infantil,Educación,early_childhood,Educación infantil,Escuelas infantiles y centros de cuidado para primera infancia.,True,display_label,25416,False
